SEED_37819
175.0
240.0
185.0
80.0
105.0
135.0
455.0
65.0
410.0
45.0
210.0
85.0
80.0
65.0
125.0
35.0
210.0
180.0
110.0
315.0
95.0
10.0
40.0
125.0
35.0
55.0
75.0
20.0
355.0
120.0
140.0
5.0
130.0
110.0
180.0
80.0
180.0
50.0
80.0
90.0
105.0
150.0
45.0
280.0
110.0
70.0
45.0
90.0
65.0
280.0
440.0
265.0
120.0
185.0
135.0
125.0
35.0
95.0
395.0
105.0
320.0
155.0
65.0
65.0
30.0
180.0
100.0
55.0
80.0
110.0
55.0
135.0
45.0
155.0
95.0
75.0
70.0
415.0
120.0
70.0
265.0
170.0
85.0
230.0
120.0
130.0
65.0
130.0
50.0
130.0
80.0
145.0
330.0
25.0
230.0
440.0
120.0
140.0
75.0
210.0
395.0
110.0
45.0
175.0
15.0
250.0
135.0
120.0
135.0
115.0
115.0
95.0
145.0
130.0
240.0
125.0
305.0
85.0
170.0
140.0
60.0
125.0
125.0
230.0
40.0
55.0
170.0
150.0
105.0
35.0
110.0
95.0
320.0
35.0
230.0
30.0
180.0
100.0
70.0
150.0
270.0
135.0
50.0
75.0
415.0
155.0
175.0
70.0
315.0
220.0
160.0
110.0
45.0
105.0
70.0
110.0
125.0
65.0
195.0
165.0
575.0
275.0
190.0
655.0
215.0
170.0
240.0
130.0
370.0
30.0
325.0
145.0
60.0
135.0
220.0
225.0
40.0
60.0
65.0
155.0
220.0
80.0
365.0
40.0
140.0
80.0
95.0
50.0
135.0
290.0
80.0
80.0
35.0
385.0
110.0
65.0
130.0
125.0
75.0
115.0
75.0
120.0
20.0
50.0
105.0
30.0
210.0
110.0
45.0
315.0
275.0
170.0
120.0
75.0
400.0
225.0
175.0
50.0
650.0
150.0
265.0
185.0
125.0
200.0
260.0
45.0
145.0
240.0
35.0
380.0
180.0
35.0
125.0
180.0
125.0
185.0
130.0
155.0
520.0
160.0
220.0
155.0
450.0
55.0
205.0
55.0
485.0
190.0
185.0
415.0
95.0
185.0
50.0
250.0
250.0
110.0
135.0
130.0
465.0
80.0
385.0
80.0
160.0
65.0
480.0
105.0
260.0
210.0
155.0
430.0
295.0
230.0
390.0
105.0
395.0
70.0
490.0
240.0
380.0
255.0
120.0
475.0
265.0
275.0
240.0
230.0
370.0
90.0
185.0
220.0
130.0
230.0
85.0
315.0
190.0
290.0
240.0
140.0
120.0
285.0
355.0
185.0
150.0
290.0
340.0
260.0
50.0
385.0
310.0
545.0
105.0
55.0
225.0
215.0
285.0
160.0
130.0
135.0
155.0
100.0
65.0
430.0
125.0
55.0
65.0
110.0
210.0
150.0
265.0
225.0
55.0
170.0
80.0
125.0
330.0
340.0
100.0
145.0
120.0
185.0
390.0
255.0
265.0
185.0
175.0
90.0
120.0
60.0
220.0
150.0
50.0
275.0
355.0
150.0
335.0
280.0
110.0
180.0
635.0
160.0
110.0
160.0
245.0
340.0
190.0
190.0
180.0
405.0
295.0
375.0
390.0
675.0
70.0
195.0
185.0
175.0
295.0
145.0
105.0
250.0
195.0
320.0
230.0
125.0
145.0
135.0
480.0
370.0
215.0
325.0
215.0
75.0
200.0
255.0
165.0
290.0
135.0
250.0
125.0
75.0
130.0
370.0
440.0
395.0
205.0
400.0
320.0
215.0
380.0
95.0
160.0
495.0
150.0
460.0
205.0
180.0
520.0
310.0
155.0
140.0
165.0
85.0
305.0
355.0
195.0
110.0
160.0
445.0
480.0
205.0
360.0
380.0
175.0
410.0
365.0
155.0
305.0
405.0
320.0
195.0
235.0
150.0
555.0
80.0
480.0
430.0
210.0
225.0
75.0
555.0
365.0
290.0
235.0
570.0
365.0
350.0
220.0
305.0
190.0
405.0
190.0
200.0
265.0
80.0
275.0
105.0
370.0
210.0
105.0
315.0
20.0
395.0
115.0
555.0
50.0
120.0
325.0
325.0
75.0
200.0
85.0
270.0
130.0
80.0
50.0
105.0
110.0
415.0
170.0
220.0
205.0
430.0
150.0
495.0
280.0
220.0
225.0
250.0
185.0
105.0
780.0
265.0
335.0
110.0
165.0
420.0
170.0
155.0
55.0
195.0
290.0
90.0
145.0
175.0
360.0
735.0
285.0
280.0
225.0
330.0
275.0
485.0
225.0
200.0
195.0
490.0
260.0
450.0
115.0
210.0
625.0
400.0
485.0
185.0
320.0
175.0
145.0
250.0
600.0
240.0
415.0
260.0
185.0
625.0
225.0
255.0
135.0
140.0
240.0
155.0
270.0
355.0
285.0
295.0
280.0
255.0
725.0
255.0
250.0
280.0
280.0
155.0
360.0
105.0
180.0
690.0
435.0
305.0
620.0
500.0
165.0
300.0
260.0
230.0
310.0
135.0
165.0
160.0
290.0
75.0
270.0
135.0
190.0
165.0
165.0
140.0
240.0
245.0
390.0
180.0
125.0
150.0
115.0
245.0
160.0
250.0
400.0
185.0
110.0
135.0
375.0
245.0
180.0
40.0
165.0
105.0
460.0
360.0
140.0
395.0
545.0
295.0
355.0
250.0
245.0
545.0
415.0
120.0
195.0
390.0
290.0
280.0
85.0
305.0
345.0
335.0
495.0
210.0
550.0
165.0
510.0
75.0
80.0
415.0
445.0
190.0
415.0
120.0
245.0
110.0
345.0
45.0
